20170420075904999,3,0.471970,0.122040,-0.117752,
20170420075905001,3,0.471970,0.122040,-0.117752,
20170420075905005,3,0.471970,0.122040,-0.117752,
20170420075905009,3,0.055344,0.004761,-0.018799,
20170420075905015,3,0.038239,0.009644,-0.011459,
20170420075905027,3,0.017471,0.012085,-0.005371,
20170420075905034,3,0.002823,-0.001358,-0.007813,
20170420075905039,3,-0.006958,-0.013550,-0.009018,
20170420075905047,3,-0.016739,-0.011108,-0.010254,
20170420075905049,3,-0.024063,-0.001358,-0.007813,
20170420075905059,3,-0.035065,-0.008682,-0.006577,
20170420075905063,3,-0.033829,-0.017227,-0.002930,
20170420075905077,3,-0.020386,-0.005005,-0.002930,
20170420075905081,3,-0.027740,0.001083,0.004410,
20170420075905083,3,-0.047256,-0.013550,0.008072,
20170420075905087,3,-0.032623,-0.018433,0.003189,
20170420075905089,3,0.002823,0.007202,-0.004135,
20170420075905093,3,0.024811,0.010880,-0.007813,
20170420075905100,3,0.029694,0.010880,-0.010254,
20170420075905105,3,0.029694,0.008423,-0.012695,
20170420075905109,3,0.022354,-0.002563,-0.010254,
20170420075905113,3,0.012589,-0.007446,-0.006577,
20170420075905117,3,0.010147,0.001083,-0.004135,
20170420075905121,3,0.002823,0.005966,-0.002930,
20170420075905123,3,-0.013062,0.003525,0.003189,
20170420075905128,3,-0.028946,-0.012344,0.004410,
20170420075905131,3,-0.033829,-0.024551,0.003189,
20170420075905137,3,-0.025284,-0.017227,0.001968,
20170420075905146,3,-0.005737,-0.012344,-0.000473,
20170420075905167,3,0.004028,-0.000122,-0.005371,
20170420075905193,3,0.002823,0.012085,-0.007813,
20170420075905214,3,-0.015503,0.016968,0.000748,
20170420075905237,3,-0.031387,0.018204,0.003189,
20170420075905240,3,-0.008179,0.013321,0.006851,
20170420075905244,3,0.007706,0.014526,0.001968,
20170420075905250,3,-0.002060,0.024307,0.000748,
20170420075905255,3,-0.003296,0.009644,-0.004135,
20170420075905262,3,-0.000854,0.003525,-0.010254,
20170420075905267,3,-0.002060,0.005966,-0.012695,
20170420075905271,3,0.007706,-0.005005,-0.012695,
20170420075905274,3,0.016251,-0.009903,-0.011459,
20170420075905281,3,0.016251,-0.013550,-0.006577,
20170420075905286,3,0.012589,-0.014786,-0.004135,
20170420075905296,3,0.002823,-0.012344,-0.006577,
20170420075905302,3,-0.003296,-0.017227,-0.005371,
20170420075905305,3,-0.015503,-0.022110,-0.004135,
20170420075905328,3,-0.006958,-0.019669,0.000748,
20170420075905348,3,-0.003296,-0.014786,0.001968,
20170420075905364,3,-0.020386,-0.011108,0.008072,
20170420075905383,3,-0.026505,-0.001358,0.003189,
20170420075905403,3,-0.019180,0.003525,-0.005371,
20170420075905423,3,-0.024063,0.016968,-0.009018,
20170420075905442,3,-0.025284,0.027969,-0.009018,
20170420075905464,3,-0.019180,0.025528,-0.005371,
20170420075905487,3,-0.028946,0.036530,-0.002930,
20170420075905503,3,-0.043610,0.036530,0.001968,
20170420075905522,3,-0.063141,0.040176,0.010513,
20170420075905540,3,-0.069260,0.041412,0.014191,
20170420075905562,3,-0.052139,0.042633,0.011749,
20170420075905591,3,-0.025284,0.021851,0.005630,
20170420075905602,3,-0.014297,0.008423,0.001968,
20170420075905626,3,-0.005737,0.016968,-0.001694,
20170420075905640,3,0.012589,0.025528,-0.012695,
20170420075905662,3,0.027252,0.036530,-0.016357,
20170420075905679,3,0.021149,0.035294,-0.015137,
20170420075905698,3,0.004028,0.021851,-0.010254,
20170420075905718,3,0.012589,0.013321,-0.002930,
20170420075905737,3,0.019913,0.019409,-0.000473,
20170420075905757,3,0.019913,0.029190,-0.002930,
20170420075905777,3,0.012589,0.023087,-0.005371,
20170420075905797,3,-0.004517,0.010880,-0.009018,
20170420075905820,3,-0.035065,0.012085,-0.010254,
20170420075905838,3,-0.053375,0.030411,-0.009018,
20170420075905863,3,-0.057022,0.041412,-0.009018,
20170420075905877,3,-0.039948,0.031647,-0.007813,
20170420075905903,3,-0.021622,0.025528,-0.006577,
20170420075905921,3,-0.015503,0.025528,-0.002930,
20170420075905937,3,0.000381,-0.006241,-0.005371,
20170420075905962,3,0.001587,-0.026993,-0.000473,
20170420075905975,3,-0.011856,-0.029434,0.003189,
20170420075905993,3,-0.021622,-0.024551,-0.000473,
20170420075906013,3,-0.031387,-0.007446,0.001968,
20170420075906034,3,-0.026505,0.004761,0.000748,
20170420075906054,3,-0.010620,-0.000122,-0.002930,
20170420075906074,3,-0.014297,0.007202,-0.005371,
20170420075906093,3,-0.032623,0.020645,-0.002930,
20170420075906116,3,-0.035065,0.012085,0.001968,
20170420075906135,3,-0.027740,0.007202,0.003189,
20170420075906152,3,-0.005737,-0.003799,0.001968,
20170420075906181,3,0.013809,-0.007446,0.003189,
20170420075906190,3,0.017471,-0.002563,0.006851,
20170420075906210,3,0.024811,-0.007446,0.011749,
20170420075906229,3,0.023590,-0.011108,0.015411,
20170420075906249,3,0.023590,-0.012344,0.019073,
20170420075906268,3,0.030914,-0.023315,0.022736,
20170420075906289,3,0.050461,-0.019669,0.026398,
20170420075906308,3,0.061462,-0.007446,0.033737,
20170420075906327,3,0.054123,0.009644,0.042282,
20170420075906368,3,0.035797,0.014526,0.044724,
20170420075906391,3,0.028473,0.014526,0.047165,
20170420075906401,3,0.039474,0.019409,0.053284,
20170420075906410,3,0.052902,0.015762,0.059387,
20170420075906449,3,0.067566,-0.005005,0.061829,
20170420075906452,3,0.089554,-0.022110,0.063049,
20170420075906466,3,0.099319,-0.019669,0.065491,
20170420075906486,3,0.101776,-0.011108,0.066711,
20170420075906511,3,0.110321,-0.012344,0.065491,
20170420075906528,3,0.112762,-0.012344,0.066711,
20170420075906547,3,0.110321,-0.009903,0.064270,
20170420075906566,3,0.100555,0.001083,0.066711,
20170420075906583,3,0.076111,0.005966,0.071610,
20170420075906603,3,0.054123,0.012085,0.075272,
20170420075906623,3,0.048019,0.008423,0.069153,
20170420075906644,3,0.073669,0.005966,0.063049,
20170420075906664,3,0.096878,0.010880,0.060608,
20170420075906681,3,0.107880,0.003525,0.059387,
20170420075906701,3,0.121323,-0.009903,0.056946,
20170420075906721,3,0.145767,-0.017227,0.053284,
20170420075906740,3,0.156738,-0.012344,0.052063,
20170420075906760,3,0.159180,0.001083,0.049622,
20170420075906780,3,0.155533,0.008423,0.047165,
20170420075906801,3,0.138412,-0.006241,0.044724,
20170420075906820,3,0.117645,-0.000122,0.041061,
20170420075906839,3,0.122543,-0.000122,0.034958,
20170420075906861,3,0.112762,-0.026993,0.032516,
20170420075906880,3,0.101776,-0.035553,0.037399,
20170420075906899,3,0.121323,-0.020874,0.031281,
20170420075906921,3,0.135971,-0.011108,0.034958,
20170420075906937,3,0.127441,-0.015991,0.041061,
20170420075906959,3,0.124985,-0.022110,0.031281,
20170420075906977,3,0.134766,-0.024551,0.021515,
20170420075906996,3,0.142090,-0.013550,0.015411,
20170420075907020,3,0.134766,0.012085,0.016632,
20170420075907036,3,0.107880,0.031647,0.021515,
